,Unnamed: 0,Movie_Title,Release_Year,URL_Movie_Names,Rottentomatoes_URLs,Rating,Genre,Original Language,Director,Producer,Cast and Crew,Writer,Release Date (Theaters),Release Date (Streaming),Rerelease Date (Theaters),Box Office (Gross USA),Runtime,Distributor,Production Co,Sound Mix,Aspect Ratio,Synopsis,Tomatometer,Tomatometer State,Audience Score,Critics Concensus,View the collection,Release Date (DVD)
373,373,Le pupille,2022,le_pupille,https://www.rottentomatoes.com/m/le_pupille,PG (Thematic Elements),"Holiday, Comedy, Short",Italian,Alice Rohrwacher,"Carlo Cresto-Dina, Alfonso Cuarón, Gabriela Rodriguez","Alba Rohrwacher (Madre Superiora Fioralba), Melissa Falasconi (Serafina), Greta Zuccheri Montanari (Suor Paoletta), Carmen Pommella (Suor Caterina), Lady Maru (Suor Carmela), Luciano Vergaro (Goffredo), Carlo Tarmati (Il cagnolino), Valeria Bruni Tedeschi (Rosa), Alice Rohrwacher (Director), Alice Rohrwacher (Screenwriter), Carlo Cresto-Dina (Producer), Alfonso Cuarón (Producer), Hélène Louvart (Producer), Carlotta Cristiani (Cinematographer), Cleaning Women (Film Editing), Emita Frigato (Original Music), Rachele Meliadò (Production Design), Tessa Battisti (Production Design), Loredana Buscemi (Set Decoration), Chiara Polizzi (Costume Design), Play Daily Tomato Movie Trivia (Casting)",Alice Rohrwacher,,"Dec 16, 2022",,,37m,,"Esperanto Filmoj, Tempesta",,,"
                    A story about pure and selfish desires, freedom and devotion, and the anarchy that is capable of flowering in the minds of girls within the confines of a strict religious boarding school at Christmas.
                ",92,fresh,70,NaN,,
374,374,Lead Me Home,2021,lead_me_home,https://www.rottentomatoes.com/m/lead_me_home,PG-13 (Brief Strong Language|Thematic Elements),Documentary,English,"Pedro Kos, Jon Shenk","Richard Berge, Bonni Cohen, Serin Marshall","Pedro Kos (Director), Jon Shenk (Director), Richard Berge (Producer), Bonni Cohen (Producer), Serin Marshall (Producer), Jody Allen (Executive Producer), Rocky Collins (Executive Producer), Jannat Gargi (Executive Producer), Ruth Johnston (Executive Producer), Jon Shenk (Cinematographer), Don Bernier (Film Editing), Gil Talmi (Original Music)",,,"Nov 30, 2021",,,39m,,Actual Films,,,"
                    Fighting just to survive, California's homeless population suffers as housing costs soar, pushing more of the disadvantaged onto the streets.
                ",100,fresh,57,NaN,,
375,375,Learning to Skateboard in a Warzone (If You're a Girl),2019,learning_to_skateboard_in_a_warzone,https://www.rottentomatoes.com/m/learning_to_skateboard_in_a_warzone,,Documentary,,Carol Dysinger,,Carol Dysinger (Director),,,"Apr 9, 2020",,,39m,,,,,"
                    The story of young afghan girls learning to read, write, and skateboard, in Kabul. Skateboarding gives them courage and life skills that help them thrive and adapt to the challenges that lie ahead.
                ",,,86,NaN,,
376,376,Les Misérables,2012,les_miserables,https://www.rottentomatoes.com/m/les_miserables_2012,PG-13 (Suggestive Material|Sexual Material|Thematic Elements|Violence),"Musical, History, Drama",English,Tom Hooper,"Tim Bevan, Eric Fellner, Debra Hayward, Cameron Mackintosh","Hugh Jackman (Jean Valjean), Russell Crowe (Inspector Javert), Anne Hathaway (Fantine), Amanda Seyfried (Cosette), Eddie Redmayne (Marius Pontmercy), Helena Bonham Carter (Madame Thénardier), Sacha Baron Cohen (Thénardier), Samantha Barks (Éponine), Aaron Tveit (Enjolras), Daniel Huttlestone (Gavroche), Isabelle Allen (Young Cosette), Natalya Wallace (Young Éponine), Colm Wilkinson (Bishop of Digne), Patrick Godfrey (Gillnormande), Marc Pickering (Montparnasse), Georgie Glen (Madame Baptistine), Heather Chasen (Madame Magloire), Stephen Tate (Fauchelevent), Bertie Carvel (Bamatabois), Tim Downie (Brevet), Tom Hooper (Director), William Nicholson (Screenwriter), Alain Boublil (Screenwriter), Claude-Michel Schönberg (Screenwriter), Herbert Kretzmer (Screenwriter), Claude-Michel Schönberg (Original Music), Herbert Kretzmer (Lyrics), Tim Bevan (Producer), Eric Fellner (Producer), Debra Hayward (Producer), Cameron Mackintosh (Producer), Angela Morrison (Executive Producer), Liza Chasin (Executive Producer), Nicholas Allott (Executive Producer), F. Richard Pappas (Executive Producer), Danny Cohen (Cinematographer), Eve Stewart (Production Design), Paco Delgado (Costume Design), Melanie Ann Oliver (Film Editing), Chris Dickens (Film Editing)","William Nicholson, Alain Boublil, Claude-Michel Schönberg, Herbert Kretzmer","Dec 25, 2012 wide","Sep 2, 2014","Feb 23, 2024",$149.2M,2h 38m,Universal Pictures,"Working Title Films, Cameron Mackintosh","SDDS, Dolby SRD, Datasat",,"
                    After 19 years as a prisoner, Jean Valjean (Hugh Jackman) is freed by Javert (Russell Crowe), the officer in charge of the prison workforce. Valjean promptly breaks parole but later uses money from stolen silver to reinvent himself as a mayor and factory owner. Javert vows to bring Valjean back to prison. Eight years later, Valjean becomes the guardian of a child named Cosette after her mother's (Anne Hathaway) death, but Javert's relentless pursuit means that peace will be a long time coming.
                ",70,fresh,79,"Impeccably mounted but occasionally bombastic, Les Misérables largely succeeds thanks to bravura performances from its distinguished cast.",,
377,377,Les Misérables,2012,les_miserables,https://www.rottentomatoes.com/m/les_miserables_2012,PG-13 (Suggestive Material|Sexual Material|Thematic Elements|Violence),"Musical, History, Drama",English,Tom Hooper,"Tim Bevan, Eric Fellner, Debra Hayward, Cameron Mackintosh","Hugh Jackman (Jean Valjean), Russell Crowe (Inspector Javert), Anne Hathaway (Fantine), Amanda Seyfried (Cosette), Eddie Redmayne (Marius Pontmercy), Helena Bonham Carter (Madame Thénardier), Sacha Baron Cohen (Thénardier), Samantha Barks (Éponine), Aaron Tveit (Enjolras), Daniel Huttlestone (Gavroche), Isabelle Allen (Young Cosette), Natalya Wallace (Young Éponine), Colm Wilkinson (Bishop of Digne), Patrick Godfrey (Gillnormande), Marc Pickering (Montparnasse), Georgie Glen (Madame Baptistine), Heather Chasen (Madame Magloire), Stephen Tate (Fauchelevent), Bertie Carvel (Bamatabois), Tim Downie (Brevet), Tom Hooper (Director), William Nicholson (Screenwriter), Alain Boublil (Screenwriter), Claude-Michel Schönberg (Screenwriter), Herbert Kretzmer (Screenwriter), Claude-Michel Schönberg (Original Music), Herbert Kretzmer (Lyrics), Tim Bevan (Producer), Eric Fellner (Producer), Debra Hayward (Producer), Cameron Mackintosh (Producer), Angela Morrison (Executive Producer), Liza Chasin (Executive Producer), Nicholas Allott (Executive Producer), F. Richard Pappas (Executive Producer), Danny Cohen (Cinematographer), Eve Stewart (Production Design), Paco Delgado (Costume Design), Melanie Ann Oliver (Film Editing), Chris Dickens (Film Editing)","William Nicholson, Alain Boublil, Claude-Michel Schönberg, Herbert Kretzmer","Dec 25, 2012 wide","Sep 2, 2014","Feb 23, 2024",$149.2M,2h 38m,Universal Pictures,"Working Title Films, Cameron Mackintosh","SDDS, Dolby SRD, Datasat",,"
                    After 19 years as a prisoner, Jean Valjean (Hugh Jackman) is freed by Javert (Russell Crowe), the officer in charge of the prison workforce. Valjean promptly breaks parole but later uses money from stolen silver to reinvent himself as a mayor and factory owner. Javert vows to bring Valjean back to prison. Eight years later, Valjean becomes the guardian of a child named Cosette after her mother's (Anne Hathaway) death, but Javert's relentless pursuit means that peace will be a long time coming.
                ",70,fresh,79,"Impeccably mounted but occasionally bombastic, Les Misérables largely succeeds thanks to bravura performances from its distinguished cast.",,
378,378,Les Misérables,2019,les_miserables,https://www.rottentomatoes.com/m/les_miserables_2019,R (Language Throughout|Disturbing/Violent Content|Sexual References),"Crime, Drama",French (France),Ladj Ly,"Toufik Ayadi, Christophe Barral","Damien Bonnard (Stéphane Ruiz, dit Pento), Alexis Manenti (Chris), Djebril Zonga (Gwada), Issa Perica (Issa), Al-Hassan Ly (Buzz), Steve Tientcheu (Le Maire), Almamy Kanoute (Salah), Nizar Ben Fatma (La pince), Raymond López (Zorro), Luciano Lopez (Luciano), Jaihson Lopez (Jaihson), Jeanne Balibar (La commissaire), Omar Soumare (Macha), Sana Joachaim (Bintou), Lucas Omiri (Slim), Alexandre Picot (Bob), Sofia Lesaffre (Lycéenne), Ladj Ly (Director), Ladj Ly (Screenwriter), Giordano Gederlini (Screenwriter), Alexis Manenti (Screenwriter), Toufik Ayadi (Producer), Christophe Barral (Producer), Michel Merkt (Co-Producer), Julien Poupard (Cinematographer), Arnaud Lavaleix (Sound Engineer), Karim Lagati (Production Design), Marine Galliano (Costume Design), Jeanne Fontaine-Sarda (Script Supervisor), Flora Volpelière (Film Editing), Pink Noise (Original Music)","Ladj Ly, Giordano Gederlini, Alexis Manenti","Jan 10, 2020 limited","Jan 9, 2020",,,1h 44m,Amazon Studios,"Srab Films, Lyly Films, Rectangle Productions",,Scope (2.35:1),"
                    Members of a Parisian anti-crime squad become overwhelmed by simmering neighborhood tension and violence.
                ",88,certified-fresh,89,Les Misérables transcends its unwieldy story with compelling ideas and an infectious energy that boils over during a thrilling final act.,,
379,379,Les Misérables,2019,les_miserables,https://www.rottentomatoes.com/m/les_miserables_2019,R (Language Throughout|Disturbing/Violent Content|Sexual References),"Crime, Drama",French (France),Ladj Ly,"Toufik Ayadi, Christophe Barral","Damien Bonnard (Stéphane Ruiz, dit Pento), Alexis Manenti (Chris), Djebril Zonga (Gwada), Issa Perica (Issa), Al-Hassan Ly (Buzz), Steve Tientcheu (Le Maire), Almamy Kanoute (Salah), Nizar Ben Fatma (La pince), Raymond López (Zorro), Luciano Lopez (Luciano), Jaihson Lopez (Jaihson), Jeanne Balibar (La commissaire), Omar Soumare (Macha), Sana Joachaim (Bintou), Lucas Omiri (Slim), Alexandre Picot (Bob), Sofia Lesaffre (Lycéenne), Ladj Ly (Director), Ladj Ly (Screenwriter), Giordano Gederlini (Screenwriter), Alexis Manenti (Screenwriter), Toufik Ayadi (Producer), Christophe Barral (Producer), Michel Merkt (Co-Producer), Julien Poupard (Cinematographer), Arnaud Lavaleix (Sound Engineer), Karim Lagati (Production Design), Marine Galliano (Costume Design), Jeanne Fontaine-Sarda (Script Supervisor), Flora Volpelière (Film Editing), Pink Noise (Original Music)","Ladj Ly, Giordano Gederlini, Alexis Manenti","Jan 10, 2020 limited","Jan 9, 2020",,,1h 44m,Amazon Studios,"Srab Films, Lyly Films, Rectangle Productions",,Scope (2.35:1),"
                    Members of a Parisian anti-crime squad become overwhelmed by simmering neighborhood tension and violence.
                ",88,certified-fresh,89,Les Misérables transcends its unwieldy story with compelling ideas and an infectious energy that boils over during a thrilling final act.,,
380,380,Let's Pollute,2010,lets_pollute,https://www.rottentomatoes.com/m/lets_pollute,,"Comedy, Animation",English,Geefwee Boedoe,,Geefwee Boedoe (Director),,,,,,6m,,,,,"
                    A satirical look at the benefits of pollution.
                ",,,33,NaN,,
381,381,Letter to a Pig,2022,letter_to_a_pig,https://www.rottentomatoes.com/m/letter_to_a_pig,,"Drama, Animation",Hebrew,Tal Kantor,"Emmanuel-Alain Raynal, Pierre Baussaron, Amit Russell Gicelter","Tal Kantor (Director), Tal Kantor (Screenwriter), Emmanuel-Alain Raynal (Producer), Pierre Baussaron (Producer), Amit Russell Gicelter (Producer), Lena Freidman (Executive Producer), Gili Nadav (Executive Producer), Tal Kantor (Storyboard), Stav Levi (Storyboard), Tal Kantor (Background), Dafi Ben-Ami (Background), Meton Joffily de Alencar (Animator), Anne Kraehn (Animator), Tal Kantor (Animator), Shachar Kantor (Animator), Gal Marga (Animator), Shahar Davis (Animator), Erez Eyni-Shavit (Sound Engineer), Efrat Berger (Film Editing), Erez Eyni-Shavit (Sound Editor)",Tal Kantor,,,,,17m,,"Miyu Productions, The Hive Studios",,,"
                    A traumatic memory from a Holocaust survivor transports a young schoolgirl on an inner journey.
                ",,,71,NaN,,
382,382,Leviathan,2014,leviathan,https://www.rottentomatoes.com/m/leviathan_2014,R (Language|Graphic Nudity|Some Sexuality),Drama,Russian,Andrey Zvyagintsev,"Alexander Rodnyansky, Sergey Melkumov","Alexey Serebryakov (Kolya), Elena Lyadova (Lilya), Sergey Pokhodaev (Roma), Roman Madyanov (Mayor), Vladimir Vdovitchenkov (Dmitri), Anna Ukolova (), Alexey Rozin (), Platon Kamenev (Vitya), Andrey Zvyagintsev (Director), Andrey Zvyagintsev (Screenwriter), Oleg Negin (Screenwriter), Alexander Rodnyansky (Producer), Sergey Melkumov (Producer), Ekaterina Marakulina (Executive Producer), Mikhail Krichman (Cinematographer), Anna Mass (Film Editing), Philip Glass (Original Music), Andrey Ponkratov (Production Design), Elina Ternyaeva (Casting)","Andrey Zvyagintsev, Oleg Negin","Dec 25, 2014 limited","Nov 8, 2016",,$1.2M,2h 22m,Sony Pictures Classics,Non-Stop Prods.,,,"
                    A Russian fisherman (Alexey Serebryakov) fights back when a corrupt mayor tries to seize possession of his ancestral home.
                ",97,certified-fresh,80,"Leviathan lives up to its title, offering trenchant, well-crafted social satire on a suitably grand scale.",,
